Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.851886,0.79225398,100,100.0
KK,0.823744,0.76608192,100,99.40828402366864
QQ,0.799098,0.7431611399999999,100,98.81656804733728
JJ,0.774474,0.7202608199999999,100,98.22485207100591
TT,0.749691,0.69721263,100,97.63313609467455
99,0.720918,0.6704537399999999,100,97.0414201183432
88,0.692306,0.6438445799999999,100,96.44970414201184
AKs,0.670295,0.62337435,100,95.85798816568047
AQs,0.662315,0.6159529499999999,100,95.26627218934911
77,0.662007,0.61566651,100,94.67455621301775
AKo,0.654392,0.6085845599999999,100,94.0828402366864
AJs,0.653922,0.60814746,100,93.49112426035504
ATs,0.646585,0.6013240499999999,100,92.89940828402366
AQo,0.643126,0.59810718,100,92.3076923076923
AJo,0.6356,0.591108,100,91.71597633136095
KQs,0.633847,0.58947771,100,91.12426035502959
66,0.633237,0.58891041,100,90.53254437869822
A9s,0.628828,0.58481004,100,89.94082840236686
ATo,0.627235,0.58332855,100,89.3491124260355
KJs,0.6244,0.5806919999999999,100,88.75739644970415
A8s,0.620317,0.57689481,100,88.16568047337277
KTs,0.617058,0.57386394,100,87.57396449704143
KQo,0.614146,0.5711557799999999,100,86.98224852071006
A7s,0.609698,0.56701914,100,86.3905325443787
A9o,0.608066,0.5655013799999999,100,85.79881656804734
KJo,0.606227,0.5637911099999999,100,85.20710059171599
55,0.603958,0.5616809399999999,100,84.61538461538461
QJs,0.601946,0.5598097799999999,100,84.02366863905326
K9s,0.600309,0.55828737,100,83.4319526627219
A5s,0.59921,0.5572653,100,82.84023668639054
A6s,0.599121,0.55718253,100,82.24852071005917
A8o,0.598707,0.55679751,100,81.65680473372781
KTo,0.597032,0.55523976,100,81.06508875739645
QTs,0.594597,0.55297521,100,80.4733727810651
A4s,0.589804,0.54851772,100,79.88165680473372
A7o,0.588133,0.54696369,100,79.28994082840237
K8s,0.582479,0.5417054699999999,100,78.69822485207101
QJo,0.581128,0.5404490399999999,100,78.10650887573965
A3s,0.581063,0.54038859,100,77.51479289940828
K9o,0.578936,0.53841048,100,76.92307692307693
A6o,0.577523,0.53709639,100,76.33136094674556
Q9s,0.577094,0.53669742,100,75.7396449704142
A5o,0.576302,0.53596086,100,75.14792899408283
JTs,0.57467,0.5344431,100,74.55621301775149
A2s,0.574558,0.5343389399999999,100,73.96449704142012
K7s,0.574032,0.53384976,100,73.37278106508876
QTo,0.57284,0.5327412,100,72.7810650887574
44,0.569921,0.53002653,100,72.18934911242604
K6s,0.568264,0.5284855199999999,100,71.59763313609467
A4o,0.566837,0.52715841,100,71.00591715976331
Q8s,0.560914,0.5216500199999999,100,70.41420118343196
K8o,0.560169,0.52095717,100,69.8224852071006
A3o,0.557583,0.51855219,100,69.23076923076923
J9s,0.556923,0.5179383899999999,100,68.63905325443787
K5s,0.55662,0.5176566,100,68.04733727810651
K7o,0.553333,0.5145996899999999,100,67.45562130177515
Q9o,0.552863,0.51416259,100,66.86390532544378
JTo,0.552385,0.5137180499999999,100,66.27218934911244
A2o,0.550565,0.51202545,100,65.68047337278107
K4s,0.55,0.5115,100,65.08875739644971
K6o,0.542514,0.50453802,100,64.49704142011834
Q7s,0.542233,0.50427669,100,63.905325443786985
K3s,0.541649,0.50373357,100,63.31360946745562
T9s,0.540428,0.50259804,100,62.721893491124256
J8s,0.540154,0.50234322,100,62.1301775147929
Q6s,0.536244,0.49870692,100,61.53846153846154
Q8o,0.535935,0.49841955,100,60.946745562130175
33,0.535901,0.4983879299999999,100,60.35502958579882
K5o,0.533714,0.49635402,100,59.76331360946746
K2s,0.532883,0.49558118999999995,100,59.171597633136095
J9o,0.532672,0.49538496,100,58.57988165680473
Q5s,0.527051,0.49015743,100,57.98816568047337
K4o,0.523811,0.48714423,100,57.396449704142015
T8s,0.523671,0.48701403,100,56.80473372781065
J7s,0.523594,0.48694242,100,56.213017751479285
Q7o,0.518782,0.48246725999999995,100,55.62130177514793
Q4s,0.518296,0.48201527999999993,100,55.02958579881657
T9o,0.51564,0.47954519999999995,100,54.437869822485204
J8o,0.515319,0.47924666999999993,100,53.84615384615385
K3o,0.513791,0.47782562999999995,100,53.25443786982249
Q6o,0.509646,0.47397078000000004,100,52.662721893491124
Q3s,0.509529,0.47386196999999997,100,52.071005917159766
98s,0.508159,0.47258787,100,51.4792899408284
