Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.855935,0.7960195499999999,45,100.0
KK,0.78311,0.7282922999999999,45,99.40828402366864
QQ,0.726356,0.6755110799999999,45,98.81656804733728
JJ,0.689569,0.6412991699999999,45,98.22485207100591
AKs,0.67121,0.6242253,45,97.63313609467455
TT,0.659096,0.61295928,45,97.0414201183432
AKo,0.656823,0.61084539,45,96.44970414201184
AQs,0.642963,0.5979555899999999,45,95.85798816568047
AQo,0.623725,0.58006425,45,95.26627218934911
99,0.623604,0.5799517200000001,45,94.67455621301775
AJs,0.62166,0.5781438,45,94.0828402366864
ATs,0.604547,0.56222871,45,93.49112426035504
AJo,0.602459,0.5602868699999999,45,92.89940828402366
88,0.594336,0.55273248,45,92.3076923076923
ATo,0.582506,0.54173058,45,91.71597633136095
A9s,0.574316,0.53411388,45,91.12426035502959
77,0.570221,0.5303055299999999,45,90.53254437869822
KQs,0.559736,0.5205544799999999,45,89.94082840236686
A8s,0.55535,0.5164755,45,89.3491124260355
A9o,0.549973,0.51147489,45,88.75739644970415
66,0.548885,0.5104630499999999,45,88.16568047337277
KJs,0.541413,0.50351409,45,87.57396449704143
A7s,0.537084,0.49948812,45,86.98224852071006
KQo,0.535948,0.49843163999999995,45,86.3905325443787
A8o,0.530743,0.49359098999999995,45,85.79881656804734
55,0.528729,0.49171796999999995,45,85.20710059171599
KTs,0.524106,0.48741857999999993,45,84.61538461538461
A6s,0.522083,0.48553718999999995,45,84.02366863905326
A5s,0.520977,0.48450861,45,83.4319526627219
KJo,0.515055,0.47900115,45,82.84023668639054
A4s,0.511727,0.47590611,45,82.24852071005917
A7o,0.510489,0.47475476999999994,45,81.65680473372781
44,0.504846,0.46950677999999996,45,81.06508875739645
A3s,0.502653,0.46746729,45,80.4733727810651
A2s,0.498476,0.46358267999999997,45,79.88165680473372
KTo,0.497913,0.46305908999999995,45,79.28994082840237
A6o,0.495298,0.46062714,45,78.69822485207101
K9s,0.495197,0.46053320999999997,45,78.10650887573965
A5o,0.493672,0.45911495999999996,45,77.51479289940828
33,0.483526,0.44967917999999996,45,76.92307692307693
QJs,0.482994,0.44918442,45,76.33136094674556
A4o,0.482702,0.44891285999999997,45,75.7396449704142
A3o,0.475064,0.44180951999999996,45,75.14792899408283
A2o,0.469568,0.43669823999999996,45,74.55621301775149
K8s,0.469171,0.43632902999999995,45,73.96449704142012
QTs,0.46789,0.43513769999999996,45,73.37278106508876
22,0.467883,0.43513118999999995,45,72.7810650887574
K9o,0.467107,0.43440950999999994,45,72.18934911242604
QJo,0.454329,0.42252597,45,71.59763313609467
K7s,0.453449,0.42170757,45,71.00591715976331
JTs,0.445409,0.41423036999999996,45,70.41420118343196
K6s,0.44395,0.4128735,45,69.8224852071006
Q9s,0.44043,0.40959989999999996,45,69.23076923076923
QTo,0.439123,0.40838439,45,68.63905325443787
K8o,0.43885,0.4081305,45,68.04733727810651
K5s,0.433143,0.40282299,45,67.45562130177515
K4s,0.423684,0.39402612,45,66.86390532544378
K7o,0.423571,0.39392102999999995,45,66.27218934911244
K3s,0.418509,0.38921337,45,65.68047337278107
J9s,0.418207,0.38893250999999995,45,65.08875739644971
T9s,0.415512,0.38642615999999996,45,64.49704142011834
Q8s,0.415488,0.38640384,45,63.905325443786985
JTo,0.415339,0.38626527,45,63.31360946745562
K2s,0.413082,0.38416626,45,62.721893491124256
K6o,0.410517,0.38178080999999997,45,62.1301775147929
Q9o,0.409069,0.38043417,45,61.53846153846154
98s,0.402203,0.37404878999999996,45,60.946745562130175
T8s,0.400353,0.37232829,45,60.35502958579882
K5o,0.399539,0.37157126999999995,45,59.76331360946746
