Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.648715,0.60330495,20,100.0
KK,0.52664,0.48977519999999997,20,99.40828402366864
QQ,0.437844,0.40719491999999996,20,98.81656804733728
JJ,0.373298,0.34716714,20,98.22485207100591
TT,0.323092,0.30047556,20,97.63313609467455
AKs,0.316687,0.29451890999999997,20,97.0414201183432
AQs,0.292197,0.27174320999999996,20,96.44970414201184
99,0.292036,0.27159348,20,95.85798816568047
AKo,0.28176,0.2620368,20,95.26627218934911
88,0.26977,0.2508861,20,94.67455621301775
77,0.260537,0.24229941,20,94.0828402366864
AJs,0.258459,0.24036686999999998,20,93.49112426035504
KQs,0.257015,0.23902394999999999,20,92.89940828402366
AQo,0.253307,0.23557551,20,92.3076923076923
66,0.250826,0.23326818,20,91.71597633136095
65s,0.240351,0.22352643,20,91.12426035502959
76s,0.237503,0.22087779,20,90.53254437869822
55,0.235092,0.21863555999999998,20,89.94082840236686
KJs,0.234319,0.21791666999999998,20,89.3491124260355
QJs,0.234001,0.21762092999999996,20,88.75739644970415
54s,0.232975,0.21666674999999996,20,88.16568047337277
ATs,0.23258,0.2162994,20,87.57396449704143
87s,0.22862,0.2126166,20,86.98224852071006
44,0.227664,0.21172752,20,86.3905325443787
JTs,0.227559,0.21162987,20,85.79881656804734
QTs,0.226947,0.21106070999999998,20,85.20710059171599
75s,0.226668,0.21080124,20,84.61538461538461
64s,0.22564,0.20984519999999998,20,84.02366863905326
86s,0.223196,0.20757228,20,83.4319526627219
T9s,0.223094,0.20747741999999997,20,82.84023668639054
33,0.222146,0.20659578,20,82.24852071005917
97s,0.221917,0.20638281,20,81.65680473372781
98s,0.221815,0.20628795,20,81.06508875739645
KQo,0.220862,0.20540165999999999,20,80.4733727810651
53s,0.220026,0.20462418,20,79.88165680473372
J9s,0.219309,0.20395737,20,79.28994082840237
Q9s,0.218164,0.20289252,20,78.69822485207101
AJo,0.217943,0.20268698999999998,20,78.10650887573965
22,0.217546,0.20231777999999997,20,77.51479289940828
KTs,0.216988,0.20179883999999998,20,76.92307692307693
T8s,0.213361,0.19842573,20,76.33136094674556
43s,0.213277,0.19834760999999998,20,75.7396449704142
74s,0.212783,0.19788819,20,75.14792899408283
96s,0.21241,0.19754129999999998,20,74.55621301775149
63s,0.212034,0.19719161999999998,20,73.96449704142012
T7s,0.211323,0.19653039,20,73.37278106508876
85s,0.20911,0.1944723,20,72.7810650887574
