Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.861363,0.8010675899999999,25,100.0
KK,0.746438,0.69418734,25,99.40828402366864
QQ,0.692093,0.64364649,25,98.81656804733728
AKs,0.656396,0.61044828,25,98.22485207100591
JJ,0.654844,0.60900492,25,97.63313609467455
AKo,0.639845,0.5950558499999999,25,97.0414201183432
TT,0.618457,0.57516501,25,96.44970414201184
AQs,0.615526,0.5724391799999999,25,95.85798816568047
AQo,0.596453,0.55470129,25,95.26627218934911
AJs,0.587123,0.5460243899999999,25,94.67455621301775
99,0.578075,0.53760975,25,94.0828402366864
AJo,0.564851,0.5253114299999999,25,93.49112426035504
ATs,0.556002,0.51708186,25,92.89940828402366
88,0.548766,0.5103523799999999,25,92.3076923076923
ATo,0.530791,0.49363563,25,91.71597633136095
77,0.523476,0.48683268,25,91.12426035502959
A9s,0.514488,0.47847383999999993,25,90.53254437869822
66,0.500791,0.46573562999999996,25,89.94082840236686
KQs,0.487694,0.45355542,25,89.3491124260355
A9o,0.487132,0.45303276,25,88.75739644970415
A8s,0.486341,0.45229713,25,88.16568047337277
55,0.475519,0.44223267,25,87.57396449704143
A7s,0.464621,0.43209752999999995,25,86.98224852071006
KJs,0.462118,0.42976973999999996,25,86.3905325443787
44,0.459958,0.42776094,25,85.79881656804734
KQo,0.4599,0.42770699999999995,25,85.20710059171599
A8o,0.45767,0.4256331,25,84.61538461538461
33,0.451208,0.41962343999999996,25,84.02366863905326
A6s,0.446169,0.41493716999999997,25,83.4319526627219
A5s,0.443984,0.41290511999999996,25,82.84023668639054
22,0.44347,0.41242709999999994,25,82.24852071005917
A4s,0.438692,0.40798356,25,81.65680473372781
KTs,0.436347,0.40580270999999996,25,81.06508875739645
A3s,0.435573,0.40508289,25,80.4733727810651
A7o,0.434615,0.40419194999999997,25,79.88165680473372
KJo,0.43275,0.40245749999999997,25,79.28994082840237
A2s,0.432633,0.40234868999999995,25,78.69822485207101
A6o,0.414558,0.38553893999999994,25,78.10650887573965
QJs,0.414457,0.38544501,25,77.51479289940828
A5o,0.413883,0.38491118999999996,25,76.92307692307693
A4o,0.40507,0.37671509999999997,25,76.33136094674556
A3o,0.404313,0.37601108999999994,25,75.7396449704142
KTo,0.403618,0.37536474,25,75.14792899408283
JTs,0.401701,0.37358192999999995,25,74.55621301775149
QTs,0.401077,0.37300161,25,73.96449704142012
A2o,0.399217,0.37127181,25,73.37278106508876
K9s,0.397774,0.36992981999999996,25,72.7810650887574
T9s,0.389585,0.36231405,25,72.18934911242604
98s,0.382948,0.35614164,25,71.59763313609467
QJo,0.382797,0.35600120999999996,25,71.00591715976331
J9s,0.382756,0.35596308,25,70.41420118343196
T8s,0.378984,0.35245511999999996,25,69.8224852071006
Q9s,0.378706,0.35219658,25,69.23076923076923
87s,0.378417,0.35192780999999995,25,68.63905325443787
K8s,0.375999,0.34967907,25,68.04733727810651
K7s,0.37235,0.34628549999999997,25,67.45562130177515
J8s,0.372219,0.34616367,25,66.86390532544378
76s,0.371867,0.34583631,25,66.27218934911244
97s,0.369963,0.34406559,25,65.68047337278107
JTo,0.369498,0.34363313999999995,25,65.08875739644971
Q8s,0.36848,0.34268639999999995,25,64.49704142011834
K6s,0.367978,0.34221954,25,63.905325443786985
QTo,0.366706,0.34103658,25,63.31360946745562
T7s,0.366079,0.34045347,25,62.721893491124256
86s,0.365872,0.34026095999999995,25,62.1301775147929
K9o,0.365167,0.33960531,25,61.53846153846154
65s,0.363362,0.33792666,25,60.946745562130175
K5s,0.362028,0.33668604,25,60.35502958579882
54s,0.360666,0.33541938,25,59.76331360946746
K4s,0.360293,0.33507248999999995,25,59.171597633136095
J7s,0.358815,0.33369794999999997,25,58.57988165680473
K2s,0.358021,0.33295952999999995,25,57.98816568047337
K3s,0.357954,0.33289722,25,57.396449704142015
96s,0.357679,0.33264147,25,56.80473372781065
T9o,0.356561,0.33160173,25,56.213017751479285
75s,0.355262,0.33039366,25,55.62130177514793
Q7s,0.354972,0.33012396,25,55.02958579881657
64s,0.353556,0.32880708,25,54.437869822485204
Q6s,0.353107,0.32838951,25,53.84615384615385
T6s,0.352504,0.32782871999999996,25,53.25443786982249
85s,0.349567,0.32509731,25,52.662721893491124
98o,0.348635,0.32423054999999995,25,52.071005917159766
J9o,0.348618,0.32421473999999995,25,51.4792899408284
Q4s,0.348172,0.32379995999999994,25,50.887573964497044
53s,0.347317,0.32300481,25,50.29585798816568
Q5s,0.34672,0.32244959999999995,25,49.70414201183432
74s,0.346634,0.32236961999999997,25,49.112426035502956
J6s,0.346211,0.32197623,25,48.5207100591716
T8o,0.345705,0.32150565,25,47.928994082840234
43s,0.345622,0.32142845999999997,25,47.337278106508876
Q3s,0.345595,0.32140335,25,46.74556213017752
87o,0.344507,0.32039151,25,46.15384615384615
Q2s,0.343863,0.31979258999999993,25,45.562130177514796
Q9o,0.343837,0.31976841,25,44.97041420118343
J5s,0.342178,0.31822554,25,44.37869822485207
J4s,0.342072,0.31812695999999996,25,43.786982248520715
K8o,0.34108,0.3172044,25,43.19526627218935
95s,0.340535,0.31669754999999994,25,42.60355029585799
84s,0.340491,0.31665663,25,42.01183431952663
J3s,0.339904,0.31611071999999996,25,41.42011834319527
63s,0.339661,0.31588472999999995,25,40.828402366863905
T4s,0.339346,0.31559178,25,40.23668639053255
J8o,0.337176,0.31357367999999997,25,39.64497041420118
J2s,0.337104,0.31350672,25,39.053254437869825
76o,0.336697,0.31312821,25,38.46153846153847
K7o,0.336118,0.31258973999999995,25,37.8698224852071
T5s,0.335695,0.31219635,25,37.278106508875744
T3s,0.335029,0.31157697,25,36.68639053254438
97o,0.334812,0.31137516,25,36.09467455621302
