Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.738028,0.68636604,75,100.0
KK,0.676456,0.62910408,75,99.40828402366864
QQ,0.621707,0.57818751,75,98.81656804733728
JJ,0.570566,0.53062638,75,98.22485207100591
TT,0.525397,0.48861920999999997,75,97.63313609467455
AKs,0.503595,0.46834335,75,97.0414201183432
99,0.485179,0.45121647,75,96.44970414201184
AQs,0.484537,0.45061940999999994,75,95.85798816568047
AKo,0.478261,0.44478272999999996,75,95.26627218934911
AJs,0.467491,0.43476663,75,94.67455621301775
AQo,0.45878,0.4266654,75,94.0828402366864
ATs,0.452093,0.42044649,75,93.49112426035504
88,0.451419,0.41981967,75,92.89940828402366
KQs,0.445987,0.41476791,75,92.3076923076923
AJo,0.438886,0.40816398,75,91.71597633136095
KJs,0.427368,0.39745224,75,91.12426035502959
A9s,0.423126,0.39350717999999996,75,90.53254437869822
77,0.421926,0.39239118,75,89.94082840236686
ATo,0.421597,0.39208520999999996,75,89.3491124260355
KTs,0.416179,0.38704647,75,88.75739644970415
KQo,0.416054,0.38693021999999994,75,88.16568047337277
A8s,0.411877,0.38304561,75,87.57396449704143
A7s,0.401687,0.37356891,75,86.98224852071006
QJs,0.40077,0.3727161,75,86.3905325443787
KJo,0.398348,0.37046364,75,85.79881656804734
66,0.393657,0.36610100999999995,75,85.20710059171599
A9o,0.392222,0.36476646,75,84.61538461538461
A5s,0.389906,0.36261257999999996,75,84.02366863905326
K9s,0.38944,0.3621792,75,83.4319526627219
QTs,0.389216,0.36197088,75,82.84023668639054
A6s,0.387897,0.36074420999999995,75,82.24852071005917
KTo,0.38371,0.35685029999999995,75,81.65680473372781
A4s,0.382878,0.35607654,75,81.06508875739645
A8o,0.379266,0.35271737999999997,75,80.4733727810651
A3s,0.373829,0.34766097,75,79.88165680473372
JTs,0.372544,0.34646592,75,79.28994082840237
QJo,0.370081,0.34417532999999995,75,78.69822485207101
55,0.369664,0.34378751999999996,75,78.10650887573965
A7o,0.36845,0.3426585,75,77.51479289940828
K8s,0.365783,0.34017819,75,76.92307692307693
A2s,0.365689,0.34009077,75,76.33136094674556
Q9s,0.362951,0.33754443,75,75.7396449704142
K7s,0.358626,0.33352218,75,75.14792899408283
QTo,0.357613,0.33258009,75,74.55621301775149
A5o,0.356808,0.33183144,75,73.96449704142012
K9o,0.355046,0.33019277999999996,75,73.37278106508876
A6o,0.353459,0.32871687,75,72.7810650887574
K6s,0.3487,0.324291,75,72.18934911242604
J9s,0.348058,0.32369393999999996,75,71.59763313609467
44,0.347184,0.32288111999999997,75,71.00591715976331
A4o,0.347171,0.32286903,75,70.41420118343196
Q8s,0.344683,0.32055519,75,69.8224852071006
T9s,0.343522,0.31947546,75,69.23076923076923
K5s,0.340847,0.31698771,75,68.63905325443787
JTo,0.340419,0.31658967,75,68.04733727810651
A3o,0.337978,0.31431953999999995,75,67.45562130177515
K4s,0.332065,0.30882044999999997,75,66.86390532544378
K8o,0.332042,0.30879905999999996,75,66.27218934911244
A2o,0.330525,0.30738825,75,65.68047337278107
Q9o,0.329793,0.30670748999999997,75,65.08875739644971
J8s,0.329041,0.30600812999999993,75,64.49704142011834
T8s,0.325727,0.30292610999999997,75,63.905325443786985
33,0.325698,0.30289913999999996,75,63.31360946745562
K3s,0.324459,0.30174687,75,62.721893491124256
