Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.645748,0.60054564,75,100.0
KK,0.57059,0.5306487,75,99.40828402366864
QQ,0.506639,0.4711742699999999,75,98.81656804733728
JJ,0.451008,0.41943744,75,98.22485207100591
TT,0.404486,0.37617197999999996,75,97.63313609467455
AKs,0.403652,0.37539636,75,97.0414201183432
AQs,0.383069,0.35625417,75,96.44970414201184
AKo,0.374599,0.34837707,75,95.85798816568047
99,0.368859,0.34303887,75,95.26627218934911
AJs,0.36407,0.33858509999999997,75,94.67455621301775
KQs,0.351089,0.32651276999999995,75,94.0828402366864
ATs,0.351039,0.32646626999999995,75,93.49112426035504
AQo,0.349531,0.32506382999999994,75,92.89940828402366
88,0.339837,0.31604841,75,92.3076923076923
KJs,0.333969,0.31059116999999997,75,91.71597633136095
AJo,0.331235,0.30804855,75,91.12426035502959
A9s,0.325824,0.30301632,75,90.53254437869822
KTs,0.322114,0.29956602,75,89.94082840236686
KQo,0.317966,0.29570838,75,89.3491124260355
QJs,0.316589,0.29442777,75,88.75739644970415
ATo,0.315274,0.29320482,75,88.16568047337277
A8s,0.315148,0.29308764,75,87.57396449704143
77,0.314275,0.29227575,75,86.98224852071006
QTs,0.305178,0.28381554,75,86.3905325443787
A7s,0.304049,0.28276556999999997,75,85.79881656804734
A5s,0.299146,0.27820578,75,85.20710059171599
KJo,0.298867,0.27794631,75,84.61538461538461
K9s,0.298597,0.27769520999999997,75,84.02366863905326
JTs,0.29585,0.2751405,75,83.4319526627219
66,0.293,0.27248999999999995,75,82.84023668639054
A6s,0.29287,0.2723691,75,82.24852071005917
A4s,0.291762,0.27133866,75,81.65680473372781
A9o,0.288928,0.26870304,75,81.06508875739645
KTo,0.286018,0.26599673999999995,75,80.4733727810651
A3s,0.285051,0.26509742999999997,75,79.88165680473372
Q9s,0.281866,0.26213538,75,79.28994082840237
QJo,0.281631,0.26191683,75,78.69822485207101
K8s,0.279551,0.25998243,75,78.10650887573965
A2s,0.278778,0.25926354,75,77.51479289940828
A8o,0.276854,0.25747422,75,76.92307692307693
55,0.275519,0.25623267,75,76.33136094674556
J9s,0.27499,0.2557407,75,75.7396449704142
T9s,0.274309,0.25510737,75,75.14792899408283
K7s,0.271436,0.25243548,75,74.55621301775149
