Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.639177,0.59443461,90,100.0
KK,0.577018,0.53662674,90,99.40828402366864
QQ,0.521879,0.48534746999999995,90,98.81656804733728
JJ,0.475368,0.44209223999999997,90,98.22485207100591
TT,0.430032,0.39992976,90,97.63313609467455
AKs,0.410999,0.38222907,90,97.0414201183432
AQs,0.393358,0.36582294,90,96.44970414201184
99,0.390521,0.36318453,90,95.85798816568047
AKo,0.380915,0.35425094999999995,90,95.26627218934911
AJs,0.376562,0.35020266,90,94.67455621301775
KQs,0.37087,0.34490909999999997,90,94.0828402366864
ATs,0.363359,0.33792386999999996,90,93.49112426035504
AQo,0.360279,0.33505946999999997,90,92.89940828402366
88,0.355454,0.33057221999999997,90,92.3076923076923
KJs,0.355035,0.33018254999999996,90,91.71597633136095
AJo,0.345917,0.32170280999999995,90,91.12426035502959
KTs,0.34247,0.3184971,90,90.53254437869822
QJs,0.340516,0.31667987999999997,90,89.94082840236686
KQo,0.339126,0.31538718,90,89.3491124260355
A9s,0.335742,0.31224006,90,88.75739644970415
ATo,0.330378,0.30725154,90,88.16568047337277
QTs,0.327518,0.30459173999999994,90,87.57396449704143
77,0.326973,0.30408489,90,86.98224852071006
A8s,0.326377,0.30353061,90,86.3905325443787
KJo,0.322926,0.30032117999999997,90,85.79881656804734
JTs,0.318837,0.29651840999999995,90,85.20710059171599
A7s,0.316352,0.29420736,90,84.61538461538461
K9s,0.315547,0.29345871,90,84.02366863905326
A5s,0.309285,0.28763504999999995,90,83.4319526627219
KTo,0.30807,0.2865051,90,82.84023668639054
QJo,0.307691,0.28615262999999996,90,82.24852071005917
A6s,0.30463,0.2833059,90,81.65680473372781
66,0.302823,0.28162539,90,81.06508875739645
A4s,0.30144,0.28033919999999996,90,80.4733727810651
Q9s,0.301131,0.28005182999999995,90,79.88165680473372
A9o,0.300729,0.27967797,90,79.28994082840237
QTo,0.295214,0.27454902,90,78.69822485207101
A3s,0.294672,0.27404495999999995,90,78.10650887573965
K8s,0.294549,0.27393057,90,77.51479289940828
J9s,0.294195,0.27360134999999997,90,76.92307692307693
T9s,0.292337,0.27187341,90,76.33136094674556
A8o,0.288944,0.26871791999999994,90,75.7396449704142
JTo,0.287265,0.26715645,90,75.14792899408283
K7s,0.287132,0.26703276,90,74.55621301775149
A2s,0.286416,0.26636688,90,73.96449704142012
Q8s,0.282651,0.26286542999999996,90,73.37278106508876
K6s,0.279542,0.25997406,90,72.7810650887574
55,0.279193,0.25964949,90,72.18934911242604
K9o,0.279136,0.25959647999999996,90,71.59763313609467
A7o,0.277252,0.25784436,90,71.00591715976331
J8s,0.274687,0.25545891,90,70.41420118343196
T8s,0.273179,0.25405647,90,69.8224852071006
A5o,0.272605,0.25352264999999996,90,69.23076923076923
K5s,0.271609,0.25259636999999996,90,68.63905325443787
98s,0.268219,0.24944366999999998,90,68.04733727810651
A6o,0.265895,0.24728234999999998,90,67.45562130177515
Q9o,0.265007,0.24645651,90,66.86390532544378
K4s,0.264356,0.24585107999999997,90,66.27218934911244
A4o,0.263013,0.24460209,90,65.68047337278107
Q7s,0.26269,0.24430169999999996,90,65.08875739644971
K8o,0.259133,0.24099368999999998,90,64.49704142011834
K3s,0.259035,0.24090255,90,63.905325443786985
J9o,0.25835,0.2402655,90,63.31360946745562
Q6s,0.257814,0.23976701999999997,90,62.721893491124256
44,0.256725,0.23875424999999997,90,62.1301775147929
T9o,0.255878,0.23796653999999998,90,61.53846153846154
A3o,0.25506,0.2372058,90,60.946745562130175
J7s,0.25489,0.2370477,90,60.35502958579882
87s,0.254804,0.23696771999999997,90,59.76331360946746
K2s,0.252611,0.23492822999999996,90,59.171597633136095
T7s,0.252608,0.23492543999999999,90,58.57988165680473
Q5s,0.252046,0.23440277999999998,90,57.98816568047337
97s,0.252,0.23435999999999998,90,57.396449704142015
A2o,0.247757,0.23041401,90,56.80473372781065
K7o,0.247591,0.23025963,90,56.213017751479285
Q8o,0.244826,0.22768817999999996,90,55.62130177514793
Q4s,0.2445,0.22738499999999998,90,55.02958579881657
76s,0.243313,0.22628109,90,54.437869822485204
K6o,0.240891,0.22402862999999998,90,53.84615384615385
J6s,0.240286,0.22346597999999998,90,53.25443786982249
33,0.239648,0.22287263999999998,90,52.662721893491124
86s,0.239469,0.22270616999999998,90,52.071005917159766
Q3s,0.238638,0.22193333999999998,90,51.4792899408284
J8o,0.237459,0.22083687,90,50.887573964497044
T6s,0.237163,0.22056159,90,50.29585798816568
96s,0.236913,0.22032909,90,49.70414201183432
T8o,0.236509,0.21995336999999998,90,49.112426035502956
65s,0.235171,0.21870902999999997,90,48.5207100591716
J5s,0.235041,0.21858813,90,47.928994082840234
Q2s,0.233998,0.21761814,90,47.337278106508876
98o,0.232816,0.21651887999999997,90,46.74556213017752
K5o,0.231806,0.21557958,90,46.15384615384615
75s,0.228591,0.21258962999999997,90,45.562130177514796
J4s,0.228553,0.21255428999999998,90,44.97041420118343
54s,0.228411,0.21242223,90,44.37869822485207
K4o,0.225508,0.20972243999999998,90,43.786982248520715
85s,0.22469,0.2089617,90,43.19526627218935
22,0.224628,0.20890403999999999,90,42.60355029585799
J3s,0.224256,0.20855808,90,42.01183431952663
Q7o,0.223913,0.20823909,90,41.42011834319527
T5s,0.221392,0.20589456,90,40.828402366863905
64s,0.220026,0.20462418,90,40.23668639053255
95s,0.219668,0.20429123999999999,90,39.64497041420118
Q6o,0.218756,0.20344308,90,39.053254437869825
87o,0.218406,0.20311757999999996,90,38.46153846153847
J2s,0.218263,0.20298459,90,37.8698224852071
K3o,0.217923,0.20266839,90,37.278106508875744
J7o,0.217316,0.20210387999999999,90,36.68639053254438
T4s,0.216423,0.20127339,90,36.09467455621302
T7o,0.216342,0.20119805999999998,90,35.50295857988166
97o,0.215141,0.20008113,90,34.9112426035503
53s,0.215092,0.20003556,90,34.319526627218934
74s,0.213108,0.19819043999999997,90,33.72781065088758
T3s,0.212649,0.19776357,90,33.13609467455622
K2o,0.211476,0.19667268,90,32.544378698224854
Q5o,0.210442,0.19571105999999996,90,31.952662721893493
84s,0.209505,0.19483964999999998,90,31.360946745562128
43s,0.20922,0.1945746,90,30.76923076923077
63s,0.206791,0.19231563,90,30.17751479289941
76o,0.206299,0.19185807,90,29.585798816568047
T2s,0.205839,0.19143026999999999,90,28.994082840236686
94s,0.205049,0.19069557,90,28.402366863905325
86o,0.202747,0.18855471,90,27.810650887573964
Q4o,0.202518,0.18834173999999998,90,27.218934911242602
52s,0.200155,0.18614414999999998,90,26.627218934911244
93s,0.199931,0.18593583,90,26.035502958579883
J6o,0.199723,0.18574239,90,25.443786982248522
T6o,0.199136,0.18519648,90,24.85207100591716
73s,0.19889,0.18496769999999998,90,24.2603550295858
Q3o,0.198708,0.18479843999999998,90,23.668639053254438
96o,0.197629,0.18379496999999997,90,23.076923076923077
65o,0.197564,0.18373451999999998,90,22.485207100591715
92s,0.194826,0.18118817999999998,90,21.893491124260358
83s,0.194352,0.18074736,90,21.301775147928996
42s,0.194179,0.18058646999999997,90,20.710059171597635
J5o,0.193664,0.18010752,90,20.118343195266274
62s,0.191919,0.17848466999999998,90,19.526627218934912
Q2o,0.191457,0.17805500999999999,90,18.93491124260355
75o,0.191146,0.17776577999999998,90,18.34319526627219
82s,0.190556,0.17721708,90,17.75147928994083
32s,0.19046,0.17712779999999997,90,17.159763313609467
54o,0.190312,0.17699016,90,16.56804733727811
J4o,0.187475,0.17435175,90,15.976331360946746
85o,0.185513,0.17252709,90,15.384615384615385
J3o,0.183389,0.17055177,90,14.792899408284024
72s,0.182895,0.17009235,90,14.201183431952662
64o,0.181886,0.16915397999999998,90,13.609467455621301
T5o,0.181582,0.16887126,90,13.017751479289942
95o,0.180237,0.16762041,90,12.42603550295858
J2o,0.176719,0.16434866999999997,90,11.834319526627219
53o,0.176411,0.16406223,90,11.242603550295858
T4o,0.176376,0.16402967999999998,90,10.650887573964498
74o,0.17487,0.1626291,90,10.059171597633137
T3o,0.171289,0.15929876999999998,90,9.467455621301776
43o,0.169342,0.15748805999999999,90,8.875739644970414
84o,0.16906,0.15722579999999997,90,8.284023668639055
63o,0.167669,0.15593217,90,7.6923076923076925
T2o,0.167482,0.15575825999999998,90,7.100591715976331
94o,0.163277,0.15184761,90,6.508875739644971
52o,0.160202,0.14898786,90,5.9171597633136095
93o,0.159616,0.14844288,90,5.325443786982249
73o,0.157736,0.14669448,90,4.733727810650888
42o,0.154739,0.14390726999999998,90,4.142011834319527
92o,0.154103,0.14331578999999997,90,3.5502958579881656
83o,0.15405,0.1432665,90,2.9585798816568047
62o,0.150873,0.14031189,90,2.366863905325444
82o,0.149806,0.13931958,90,1.7751479289940828
32o,0.149397,0.13893920999999998,90,1.183431952662722
72o,0.142708,0.13271844,90,0.591715976331361
