Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.858568,0.7984682399999999,30,100.0
KK,0.753336,0.7006024799999999,30,99.40828402366864
QQ,0.701329,0.6522359699999999,30,98.81656804733728
JJ,0.663685,0.6172270499999999,30,98.22485207100591
AKs,0.656284,0.6103441199999999,30,97.63313609467455
AKo,0.640634,0.59578962,30,97.0414201183432
TT,0.628497,0.5845022099999999,30,96.44970414201184
AQs,0.624385,0.58067805,30,95.85798816568047
AQo,0.604886,0.5625439799999999,30,95.26627218934911
AJs,0.594705,0.55307565,30,94.67455621301775
99,0.589604,0.54833172,30,94.0828402366864
AJo,0.574202,0.53400786,30,93.49112426035504
ATs,0.568953,0.52912629,30,92.89940828402366
88,0.560682,0.5214342599999999,30,92.3076923076923
ATo,0.548145,0.50977485,30,91.71597633136095
77,0.538663,0.5009565899999999,30,91.12426035502959
A9s,0.530055,0.49295115,30,90.53254437869822
66,0.516372,0.48022596,30,89.94082840236686
A9o,0.503611,0.46835823,30,89.3491124260355
A8s,0.503508,0.46826243999999995,30,88.75739644970415
KQs,0.502514,0.46733801999999997,30,88.16568047337277
55,0.495215,0.46054995,30,87.57396449704143
A7s,0.483724,0.44986331999999996,30,86.98224852071006
KJs,0.477848,0.44439863999999996,30,86.3905325443787
A8o,0.475951,0.44263442999999997,30,85.79881656804734
KQo,0.47506,0.44180579999999997,30,85.20710059171599
44,0.470677,0.43772961,30,84.61538461538461
A6s,0.465677,0.43307961,30,84.02366863905326
A5s,0.462789,0.43039376999999995,30,83.4319526627219
33,0.457118,0.42511973999999997,30,82.84023668639054
KTs,0.45674,0.42476819999999993,30,82.24852071005917
A7o,0.453765,0.42200144999999994,30,81.65680473372781
A4s,0.452561,0.42088172999999995,30,81.06508875739645
KJo,0.448491,0.41709662999999997,30,80.4733727810651
A3s,0.448038,0.41667533999999995,30,79.88165680473372
22,0.447736,0.41639448,30,79.28994082840237
A2s,0.446694,0.41542541999999993,30,78.69822485207101
QJs,0.436012,0.40549115999999996,30,78.10650887573965
A6o,0.434847,0.40440771,30,77.51479289940828
A5o,0.431528,0.40132104,30,76.92307692307693
KTo,0.426349,0.39650456999999995,30,76.33136094674556
A4o,0.422222,0.39266645999999994,30,75.7396449704142
K9s,0.42165,0.3921345,30,75.14792899408283
A3o,0.417524,0.38829732,30,74.55621301775149
QTs,0.414933,0.38588768999999995,30,73.96449704142012
A2o,0.414275,0.38527575,30,73.37278106508876
JTs,0.408835,0.38021655,30,72.7810650887574
QJo,0.405286,0.37691597999999993,30,72.18934911242604
K8s,0.399714,0.37173402,30,71.59763313609467
T9s,0.39466,0.36703379999999997,30,71.00591715976331
K7s,0.39318,0.36565739999999997,30,70.41420118343196
J9s,0.391472,0.36406895999999994,30,69.8224852071006
98s,0.389801,0.36251492999999996,30,69.23076923076923
Q9s,0.387666,0.36052938,30,68.63905325443787
K9o,0.387554,0.36042522,30,68.04733727810651
K6s,0.387136,0.36003647999999994,30,67.45562130177515
87s,0.385673,0.35867588999999994,30,66.86390532544378
T8s,0.385053,0.35809928999999996,30,66.27218934911244
