Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.739034,0.68730162,80,100.0
KK,0.679852,0.63226236,80,99.40828402366864
QQ,0.628826,0.58480818,80,98.81656804733728
JJ,0.579867,0.53927631,80,98.22485207100591
TT,0.535892,0.49837956,80,97.63313609467455
AKs,0.504731,0.46939983,80,97.0414201183432
99,0.492776,0.45828167999999997,80,96.44970414201184
AQs,0.48738,0.4532633999999999,80,95.85798816568047
AKo,0.478667,0.44516031,80,95.26627218934911
AJs,0.472157,0.43910601,80,94.67455621301775
AQo,0.460913,0.42864909,80,94.0828402366864
88,0.457566,0.42553637999999994,80,93.49112426035504
ATs,0.457552,0.42552335999999996,80,92.89940828402366
KQs,0.45066,0.4191138,80,92.3076923076923
AJo,0.443898,0.41282514,80,91.71597633136095
KJs,0.436361,0.40581573,80,91.12426035502959
A9s,0.428762,0.39874866,80,90.53254437869822
ATo,0.428007,0.39804651,80,89.94082840236686
77,0.427005,0.39711465,80,89.3491124260355
KQo,0.422953,0.39334629,80,88.75739644970415
KTs,0.421971,0.39243302999999996,80,88.16568047337277
A8s,0.417829,0.38858096999999997,80,87.57396449704143
QJs,0.412585,0.38370404999999996,80,86.98224852071006
KJo,0.406994,0.37850442,80,86.3905325443787
A7s,0.406088,0.37766183999999997,80,85.79881656804734
66,0.39916,0.3712188,80,85.20710059171599
QTs,0.398897,0.37097420999999997,80,84.61538461538461
A9o,0.398251,0.37037343,80,84.02366863905326
K9s,0.395944,0.36822792,80,83.4319526627219
A5s,0.395517,0.36783081,80,82.84023668639054
A6s,0.393745,0.36618285,80,82.24852071005917
KTo,0.39208,0.36463439999999997,80,81.65680473372781
A4s,0.386897,0.35981420999999997,80,81.06508875739645
A8o,0.384849,0.35790956999999995,80,80.4733727810651
JTs,0.383284,0.35645412,80,79.88165680473372
QJo,0.381485,0.35478105,80,79.28994082840237
A3s,0.379058,0.35252394,80,78.69822485207101
K8s,0.375201,0.34893693,80,78.10650887573965
Q9s,0.374301,0.34809992999999995,80,77.51479289940828
55,0.373262,0.34713365999999996,80,76.92307692307693
A7o,0.373246,0.34711878,80,76.33136094674556
A2s,0.371003,0.34503279,80,75.7396449704142
QTo,0.36752,0.3417936,80,75.14792899408283
K7s,0.366147,0.34051671,80,74.55621301775149
K9o,0.362774,0.33737981999999994,80,73.96449704142012
A5o,0.360793,0.33553748999999994,80,73.37278106508876
A6o,0.358934,0.33380861999999994,80,72.7810650887574
J9s,0.358155,0.33308414999999997,80,72.18934911242604
K6s,0.356696,0.33172728,80,71.59763313609467
Q8s,0.353991,0.32921163,80,71.00591715976331
A4o,0.351752,0.32712936,80,70.41420118343196
JTo,0.35057,0.3260301,80,69.8224852071006
44,0.349765,0.32528144999999997,80,69.23076923076923
T9s,0.349457,0.32499501,80,68.63905325443787
K5s,0.347863,0.32351258999999993,80,68.04733727810651
A3o,0.344049,0.31996557,80,67.45562130177515
K8o,0.341048,0.31717464,80,66.86390532544378
K4s,0.340051,0.31624743,80,66.27218934911244
Q9o,0.339776,0.31599168,80,65.68047337278107
J8s,0.338876,0.31515467999999996,80,65.08875739644971
A2o,0.334998,0.31154814,80,64.49704142011834
Q7s,0.332968,0.30966024,80,63.905325443786985
K3s,0.332113,0.30886508999999995,80,63.31360946745562
K7o,0.33171,0.3084903,80,62.721893491124256
T8s,0.330981,0.30781233,80,62.1301775147929
98s,0.329412,0.30635315999999996,80,61.53846153846154
33,0.327179,0.30427646999999997,80,60.946745562130175
Q6s,0.32594,0.3031242,80,60.35502958579882
K2s,0.325417,0.30263781,80,59.76331360946746
J9o,0.325116,0.30235787999999997,80,59.171597633136095
K6o,0.321584,0.29907311999999997,80,58.57988165680473
J7s,0.319094,0.29675742,80,57.98816568047337
Q5s,0.319063,0.29672858999999996,80,57.396449704142015
Q8o,0.318444,0.29615292,80,56.80473372781065
T9o,0.317432,0.29521176,80,56.213017751479285
87s,0.313782,0.29181725999999997,80,55.62130177514793
T7s,0.312491,0.29061663,80,55.02958579881657
K5o,0.31093,0.28916489999999995,80,54.437869822485204
Q4s,0.310487,0.28875291,80,53.84615384615385
97s,0.310374,0.28864781999999994,80,53.25443786982249
22,0.307866,0.28631537999999995,80,52.662721893491124
J8o,0.30502,0.2836686,80,52.071005917159766
Q3s,0.304976,0.28362768,80,51.4792899408284
K4o,0.303111,0.28189323,80,50.887573964497044
J6s,0.301444,0.28034292,80,50.29585798816568
76s,0.301263,0.28017459,80,49.70414201183432
86s,0.299225,0.27827925,80,49.112426035502956
T8o,0.297972,0.27711396,80,48.5207100591716
Q2s,0.29771,0.27687029999999996,80,47.928994082840234
Q7o,0.297662,0.27682566,80,47.337278106508876
J5s,0.295524,0.27483732,80,46.74556213017752
T6s,0.29486,0.2742198,80,46.15384615384615
K3o,0.294634,0.27400962,80,45.562130177514796
98o,0.294086,0.27349998,80,44.97041420118343
96s,0.293385,0.27284805,80,44.37869822485207
65s,0.29303,0.2725179,80,43.786982248520715
Q6o,0.289685,0.26940705,80,43.19526627218935
54s,0.289319,0.26906666999999995,80,42.60355029585799
J4s,0.288398,0.26821014,80,42.01183431952663
75s,0.287631,0.26749683,80,41.42011834319527
K2o,0.286906,0.26682258,80,40.828402366863905
85s,0.283984,0.26410511999999997,80,40.23668639053255
J7o,0.282417,0.26264781,80,39.64497041420118
J3s,0.281329,0.26163597,80,39.053254437869825
Q5o,0.280881,0.26121932999999997,80,38.46153846153847
64s,0.279978,0.26037953999999996,80,37.8698224852071
87o,0.279087,0.25955090999999997,80,37.278106508875744
95s,0.276968,0.25758023999999996,80,36.68639053254438
T5s,0.276555,0.25719614999999996,80,36.09467455621302
J2s,0.276384,0.25703712,80,35.50295857988166
T7o,0.276146,0.25681578,80,34.9112426035503
97o,0.275637,0.25634241,80,34.319526627218934
53s,0.273404,0.25426572,80,33.72781065088758
Q4o,0.273391,0.25425362999999995,80,33.13609467455622
74s,0.272708,0.25361844,80,32.544378698224854
T4s,0.271804,0.25277772,80,31.952662721893493
43s,0.26842,0.24963059999999998,80,31.360946745562128
84s,0.26775,0.24900749999999996,80,30.76923076923077
T3s,0.266972,0.24828395999999997,80,30.17751479289941
Q3o,0.266024,0.24740231999999998,80,29.585798816568047
76o,0.265687,0.24708891,80,28.994082840236686
J6o,0.264039,0.24555627,80,28.402366863905325
63s,0.26242,0.24405059999999998,80,27.810650887573964
86o,0.261121,0.24284252999999997,80,27.218934911242602
94s,0.261012,0.24274116,80,26.627218934911244
T2s,0.259937,0.24174140999999996,80,26.035502958579883
93s,0.258738,0.24062634,80,25.443786982248522
Q2o,0.258066,0.24000138000000001,80,24.85207100591716
96o,0.257849,0.23979957,80,24.2603550295858
T6o,0.257804,0.23975771999999995,80,23.668639053254438
65o,0.257791,0.23974563,80,23.076923076923077
J5o,0.257721,0.23968052999999997,80,22.485207100591715
52s,0.255877,0.23796561,80,21.893491124260358
73s,0.255672,0.23777496,80,21.301775147928996
54o,0.251895,0.23426234999999995,80,20.710059171597635
92s,0.251857,0.23422700999999999,80,20.118343195266274
75o,0.251853,0.23422328999999997,80,19.526627218934912
42s,0.251116,0.23353788,80,18.93491124260355
83s,0.250332,0.23280875999999998,80,18.34319526627219
J4o,0.25032,0.23279759999999997,80,17.75147928994083
82s,0.247445,0.23012385,80,17.159763313609467
85o,0.246558,0.22929893999999998,80,16.56804733727811
62s,0.244554,0.22743521999999997,80,15.976331360946746
J3o,0.243719,0.22665866999999998,80,15.384615384615385
32s,0.243584,0.22653311999999998,80,14.792899408284024
64o,0.241952,0.22501536,80,14.201183431952662
T5o,0.239813,0.22302608999999998,80,13.609467455621301
95o,0.239524,0.22275731999999998,80,13.017751479289942
72s,0.238477,0.22178361,80,12.42603550295858
J2o,0.236599,0.22003707,80,11.834319526627219
53o,0.235144,0.21868391999999998,80,11.242603550295858
74o,0.234197,0.21780320999999997,80,10.650887573964498
T4o,0.233511,0.21716523,80,10.059171597633137
43o,0.229402,0.21334385999999997,80,9.467455621301776
84o,0.228422,0.21243245999999996,80,8.875739644970414
T3o,0.226396,0.21054827999999998,80,8.284023668639055
63o,0.224408,0.20869943999999999,80,7.6923076923076925
94o,0.222115,0.20656695,80,7.100591715976331
T2o,0.219481,0.20411732999999999,80,6.508875739644971
93o,0.218181,0.20290833,80,5.9171597633136095
52o,0.217337,0.20212340999999998,80,5.325443786982249
73o,0.21665,0.20148449999999998,80,4.733727810650888
83o,0.211996,0.19715628,80,4.142011834319527
42o,0.211741,0.19691913,80,3.5502958579881656
92o,0.211436,0.19663548,80,2.9585798816568047
82o,0.206003,0.19158278999999998,80,2.366863905325444
62o,0.205382,0.19100525999999998,80,1.7751479289940828
32o,0.204699,0.19037006999999997,80,1.183431952662722
72o,0.196848,0.18306863999999998,80,0.591715976331361
