Hand,Equity,Rake_Adj_Equity,VPIP,PR
AA,0.651397,0.6057992099999999,55,100.0
KK,0.551666,0.51304938,55,99.40828402366864
QQ,0.479062,0.44552765999999994,55,98.81656804733728
JJ,0.425769,0.39596517,55,98.22485207100591
AKs,0.385451,0.35846943,55,97.63313609467455
TT,0.385374,0.35839782,55,97.0414201183432
AQs,0.364729,0.33919797,55,96.44970414201184
AKo,0.353193,0.32846949,55,95.85798816568047
99,0.351769,0.32714517,55,95.26627218934911
AJs,0.346469,0.32221617,55,94.67455621301775
ATs,0.330769,0.30761516999999994,55,94.0828402366864
AQo,0.328915,0.30589095,55,93.49112426035504
88,0.324024,0.30134231999999994,55,92.89940828402366
KQs,0.317937,0.29568141,55,92.3076923076923
AJo,0.309479,0.28781546999999996,55,91.71597633136095
A9s,0.304522,0.28320546,55,91.12426035502959
KJs,0.304072,0.28278696,55,90.53254437869822
77,0.300673,0.27962589,55,89.94082840236686
ATo,0.293686,0.27312798,55,89.3491124260355
KTs,0.292912,0.27240816,55,88.75739644970415
QJs,0.291628,0.27121404,55,88.16568047337277
A8s,0.291594,0.27118242,55,87.57396449704143
66,0.286188,0.26615484,55,86.98224852071006
KQo,0.282712,0.26292216,55,86.3905325443787
QTs,0.281687,0.26196891,55,85.79881656804734
A7s,0.280606,0.26096358000000003,55,85.20710059171599
JTs,0.27842,0.2589306,55,84.61538461538461
A5s,0.275512,0.25622616,55,84.02366863905326
55,0.269882,0.25099026,55,83.4319526627219
A6s,0.268986,0.25015698,55,82.84023668639054
KJo,0.268618,0.24981474,55,82.24852071005917
K9s,0.267953,0.24919629,55,81.65680473372781
A4s,0.267562,0.24883266,55,81.06508875739645
A9o,0.266741,0.24806913,55,80.4733727810651
T9s,0.262529,0.24415197,55,79.88165680473372
A3s,0.261563,0.24325358999999996,55,79.28994082840237
J9s,0.260119,0.24191066999999997,55,78.69822485207101
Q9s,0.259502,0.24133686,55,78.10650887573965
44,0.256464,0.23851152,55,77.51479289940828
QJo,0.255865,0.23795444999999998,55,76.92307692307693
A2s,0.25578,0.2378754,55,76.33136094674556
KTo,0.255141,0.23728112999999998,55,75.7396449704142
A8o,0.251967,0.23432930999999999,55,75.14792899408283
K8s,0.247729,0.23038797,55,74.55621301775149
98s,0.246761,0.22948773,55,73.96449704142012
T8s,0.245855,0.22864514999999996,55,73.37278106508876
QTo,0.245824,0.22861631999999998,55,72.7810650887574
JTo,0.243894,0.22682142,55,72.18934911242604
87s,0.243836,0.22676748,55,71.59763313609467
76s,0.243284,0.22625411999999998,55,71.00591715976331
33,0.242709,0.22571937,55,70.41420118343196
J8s,0.242049,0.22510556999999998,55,69.8224852071006
65s,0.241599,0.22468707,55,69.23076923076923
K7s,0.241143,0.22426298999999997,55,68.63905325443787
Q8s,0.241077,0.22420161,55,68.04733727810651
A7o,0.240435,0.22360454999999999,55,67.45562130177515
97s,0.237923,0.22126838999999998,55,66.86390532544378
54s,0.237906,0.22125258,55,66.27218934911244
A5o,0.235666,0.21916937999999997,55,65.68047337278107
K6s,0.235393,0.21891549,55,65.08875739644971
86s,0.234467,0.21805431,55,64.49704142011834
75s,0.231901,0.21566792999999998,55,63.905325443786985
T7s,0.231032,0.21485975999999998,55,63.31360946745562
